,file name,1,2,3,4,5,6,7,8,9,10,11,12,13
35,D_19.wav,1.87E+18,2.33E+16,80.25199034,3880576.665,-969.034831,0.074262125,-1.73E-06,1541607.264,-84.90456713,0.032152774,1462834.559,7284320770,2
36,D_2.wav,1.66E+19,9.65E+16,171.8165275,11515554.62,-2870.552225,0.215873076,-4.96E-06,4508124.775,-261.4185142,0.022425468,4332375.735,18818874537,2
37,D_20.wav,1.55E+18,2.09E+16,74.44680819,3497437.379,-863.4222964,0.065974694,-1.54E-06,1417569.35,-77.5981778,0.046555925,1367314.866,6812571090,2
38,D_21.wav,1.61E+18,1.82E+16,88.40667761,3660305.379,-925.2982927,0.071344466,-1.67E-06,1429831.351,-79.01686078,0.029195708,1398214.264,6706134814,2
39,D_22.wav,2.14E+18,2.85E+16,75.17732313,3804931.713,-933.981745,0.071108577,-1.65E-06,1553080.01,-85.10744837,0.054454759,1476225.666,7492277057,2
40,D_23.wav,1.84E+18,2.67E+16,69.10301095,3820212.522,-940.4701432,0.071733675,-1.67E-06,1553987.282,-85.15013786,0.029749719,1442919.28,7390909737,2
41,D_24.wav,1.75E+18,2.03E+16,86.15574807,3811513.732,-952.6341415,0.072938166,-1.70E-06,1510699.577,-83.60172917,0.050898797,1442225.497,7058788955,2
42,D_25.wav,1.71E+18,2.16E+16,79.16320471,3572832.618,-889.1699297,0.068104779,-1.59E-06,1429088.369,-78.58850649,0.044541683,1419381.987,6785368864,2
43,D_3.wav,1.28E+19,5.15E+16,247.6275484,9765649.12,-2483.964917,0.188730248,-4.36E-06,3707772.611,-215.7296242,0.01563845,3920229.544,15776886894,2
44,D_4.wav,1.33E+19,7.69E+16,172.7067051,10565953.73,-2616.524721,0.196012208,-4.49E-06,4170334.946,-241.2708346,0.015492861,4018168.143,17711013497,2
45,D_5.wav,1.52E+19,1.12E+17,136.1369381,11572359.59,-2783.977267,0.205187239,-4.66E-06,4751219.962,-273.8879643,0.016569185,4221681.437,20494599518,2
46,D_6.wav,1.94E+19,1.62E+17,119.2428894,11638320.9,-2766.537755,0.202735106,-4.59E-06,4859387.117,-279.0752949,0.014583405,4256957.776,20924396977,2
47,D_7.wav,1.26E+19,1.01E+17,124.7479087,10760409.39,-2561.049816,0.187710746,-4.25E-06,4482723.297,-257.7170957,0.017962354,3918762.48,19539471660,2
48,D_8.wav,1.22E+19,9.78E+16,124.8056513,10436545.63,-2502.664213,0.184398199,-4.19E-06,4312119.649,-247.9431273,0.01601451,3833999.057,18691136779,2
49,D_9.wav,1.80E+19,1.71E+17,105.0281775,12781087.57,-2981.481794,0.216470246,-4.88E-06,5480105.327,-313.7238128,0.017103142,4553292.565,23861865242,2
50,E_1.wav,3.94E+18,1.24E+16,317.3077062,6308685.218,-1643.617786,0.126142707,-2.93E-06,2299283.213,-134.9973516,0.018680214,2169418.02,9522324864,3
51,E_10.wav,3.13E+18,1.04E+16,300.6908361,5584424.23,-1431.959926,0.108988975,-2.52E-06,2085277.078,-121.9348437,0.029382743,1927226.983,8419006229,3
52,E_11.wav,1.29E+19,3.22E+16,399.1376622,6613086.945,-1844.659701,0.148203394,-3.53E-06,2154484.535,-119.4498868,0.013455412,4051538.977,7291432972,3
53,E_12.wav,3.02E+18,1.16E+16,261.0507669,5323923.443,-1357.655645,0.103228079,-2.39E-06,2011153.732,-117.1417739,0.026400669,1894294.958,8182180132,3
54,E_13.wav,2.71E+18,6.28369E+15,431.0226222,5033333.86,-1326.221838,0.102303942,-2.38E-06,1797779.114,-105.7306048,0.02786637,1813381.569,7329969398,3
55,E_14.wav,2.34E+18,3.99306E+15,587.097024,4606131.941,-1242.231836,0.096934651,-2.27E-06,1580380.69,-93.29457764,0.035014723,1686237.243,6343338699,3
56,E_15.wav,2.81E+18,1.03E+16,273.9304492,5223395.309,-1358.048841,0.104295494,-2.42E-06,1913992.974,-111.7618418,0.021538541,1845381.502,7500465418,3
57,E_16.wav,3.26E+18,6.8532E+15,475.3188507,5669527.544,-1484.876415,0.114078559,-2.65E-06,2041909.54,-120.2254718,0.018462912,2000782.524,8107274804,3
58,E_17.wav,3.11E+18,4.69268E+15,662.4165351,5552200.065,-1474.745119,0.114014925,-2.66E-06,1950276.007,-115.2936268,0.020631385,1935895.65,7730827020,3
59,E_18.wav,3.33E+18,6.97888E+15,477.4875891,5990258.231,-1563.154435,0.119745342,-2.77E-06,2166630.855,-127.7509798,0.021060332,2008105.227,8854916264,3
60,E_19.wav,4.71E+18,1.65E+16,284.5561134,7055889.632,-1792.556752,0.135452652,-3.11E-06,2663640.683,-156.2927291,0.018091575,2362481.558,10771701616,3
61,E_2.wav,3.96E+18,1.33E+16,297.2596978,6363960.489,-1648.396463,0.126189946,-2.93E-06,2342863.933,-137.2998593,0.02272688,2178838.091,9719817989,3
62,E_20.wav,3.21E+18,7.60223E+15,422.2517614,5661978.704,-1488.194229,0.114616411,-2.67E-06,2029896.797,-119.4792301,0.022636545,1945532.188,8185153186,3
63,E_21.wav,4.69E+17,4.03509E+15,116.3277901,1970723.54,-512.8428646,0.040073266,-9.44E-07,734986.0505,-40.70207688,0.040217647,750109.2846,3435242430,3
64,E_22.wav,4.27E+17,4.25086E+15,100.422081,1900882.369,-493.4934572,0.038572481,-9.10E-07,713185.1224,-39.36494806,0.033431705,707031.6913,3361568091,3
65,E_23.wav,6.69E+17,7.14114E+15,93.73815964,2275375.555,-578.5407267,0.044843419,-1.05E-06,883998.1686,-48.5964938,0.050209173,888427.333,4184427783,3
66,E_24.wav,6.07E+17,7.40827E+15,81.91075375,2214995.269,-558.8767487,0.04323344,-1.02E-06,871846.1003,-47.63518124,0.056820885,860611.8286,4191003716,3
67,E_25.wav,5.01E+17,7.94692E+15,63.09238144,2086309.385,-522.0652195,0.04030804,-9.46E-07,832550.9107,-45.1368397,0.040756045,775429.9435,4076631367,3
68,E_3.wav,3.89E+18,1.11E+16,349.7214982,6167537.955,-1610.454427,0.123671291,-2.87E-06,2237510.807,-131.545329,0.035261102,2136815.332,9172238747,3
69,E_4.wav,2.52E+18,8.93509E+15,281.8674546,5104945.561,-1320.714299,0.101120192,-2.35E-06,1883956.745,-110.0566677,0.023404256,1746872.41,7780574560,3
70,E_5.wav,2.83E+18,1.43E+16,198.8322757,5269195.165,-1337.521627,0.101529875,-2.35E-06,2006244.283,-116.5380788,0.02539992,1779819.254,8430161249,3
71,E_6.wav,2.51E+18,6.71287E+15,373.7082555,5081145.997,-1337.367531,0.10314853,-2.40E-06,1819236.74,-106.8672857,0.020664903,1737246.141,7397088523,3
72,E_7.wav,1.86E+18,4.94621E+15,376.9022609,4396913.136,-1156.657441,0.089206537,-2.08E-06,1575319.389,-92.36843105,0.020989405,1520625.86,6331339897,3
73,E_8.wav,4.95E+18,5.50957E+15,899.1268166,5610765.789,-1499.269207,0.116474097,-2.72E-06,1957049.116,-115.3515098,0.016884745,2518312.874,7622132031,3
74,E_9.wav,3.04E+18,1.26E+16,241.6165104,5621821.72,-1433.628333,0.108909095,-2.52E-06,2121002.935,-123.7690493,0.0306844,1938243.622,8868883758,3
75,F_1.wav,3.65E+18,3.29E+16,110.8052999,5951661.862,-1456.283693,0.109397777,-2.52E-06,2407380.356,-135.3431476,0.036647394,1997094.169,10986259445,4
76,F_10.wav,3.55E+18,4.16E+16,85.20409337,5965935.721,-1438.437126,0.107392621,-2.46E-06,2465523.247,-137.7529237,0.036418012,2009055.132,11387364743,4
77,F_2.wav,3.95E+18,4.09E+16,96.45017375,6052035.178,-1485.081899,0.111994926,-2.58E-06,2447198.386,-137.2042792,0.032016568,2124864.195,11228009177,4
78,F_3.wav,4.06E+18,4.28E+16,95.00535667,6030054.285,-1474.837958,0.111056102,-2.56E-06,2449021.693,-137.0566072,0.036506927,2132861.926,11289830132,4
79,F_4.wav,3.11E+18,3.25E+16,95.59681916,5649217.183,-1380.661106,0.103734669,-2.39E-06,2290200.659,-128.436384,0.026145344,1898124.394,10556890105,4
80,F_5.wav,3.36E+18,3.47E+16,96.8854036,5775858.639,-1402.232245,0.105019632,-2.41E-06,2362333.439,-132.0773832,0.043161485,1942194.372,10969062955,4
81,F_6.wav,3.23E+18,3.37E+16,95.59778525,5754552.613,-1402.024001,0.105204629,-2.42E-06,2343098.815,-131.147506,0.042684057,1943099.714,10771286140,4
82,F_7.wav,4.48E+18,5.56E+16,80.56156871,6247379.75,-1509.906855,0.113103389,-2.60E-06,2580630.282,-143.7699328,0.034015241,2133948.223,12001089722,4
83,F_8.wav,3.63E+18,4.31E+16,84.10373983,5949426.158,-1437.412386,0.107575242,-2.47E-06,2455311.521,-136.8132988,0.048070818,2037952.366,11422079426,4
84,F_9.wav,3.36E+18,4.28E+16,78.54539146,5795733.654,-1391.26386,0.103833406,-2.38E-06,2413955.296,-134.1788605,0.049147076,1972075.813,11329517794,4
